id,preco
13518783164498355150900635905895481162,70615.31
299896161723793383246777788797566040330,92985.945
316180649972302128246133616457018378621,254223.27
222527157104148385909188217274642813298,128129.88
160460343059850745858546502614838368036,92059.94
262727202368986244371977784343233436999,71884.125
254093764205800086330999281077926851120,111996.04
26118184613036116787803832945215674478,212769.14
216524630140335566712794225427064313,207605.8
185631381169816366226494379020452029389,198781.98
193325654448132563278364141820152041311,149250.58
238917637717691361625086479663492481749,69809.49
55430829679256880238551444522175018156,71554.83
215317645068876070368783807654911699750,172129.78
81597227204971961501733390453078413740,93185.055
144896666825908872755051834814298387194,83536.734
184599608599423525451999366981389806783,239945.7
332523842755767369964829329030378044388,116308.664
115343777354602647202140618045743635008,164667.16
20757170217235469489036110086071917277,109204.17
185526399598537813925895625787601650168,73253.99
60658042813489826886245400795986219027,85318.49
252469656136469704862465423825396909961,110931.016
144289133420257677937750963126363910239,48880.457
286704706212186527658783613441315754259,117436.69
104788498292328609834480593297039083847,84103.47
83091551517048057678460117003997132666,271076.25
253819240599250454081144283787356606601,72625.195
47552100267769170589122325402191982347,132073.83
143932540867090135955180920741784357244,132756.14
196345985565471044954698780677909306202,200517.94
244792708737468723430839923035345593106,54375.418
84589940414664494482357035061818012137,94722.42
272199586960887794853261858460695880945,172739.14
49959439507026713714422386346459644032,61824.426
281026519311657672970881937258693325762,71855.05
93074564150014753673961081882123830374,179615.62
26728401390792884431172378844166640182,386179.4
188211565885838356078706489204052877949,47398.01
72487946181948797581370306862646034491,133739.44
228864048115975611203958077134700148633,132209.06
112454259487642510247400972640243226784,113988.445
222663295482952330188872827964862490542,60102.41
174300102534868734265445704595501072047,65170.668
65616068149477861830943576277231644996,127468.13
12512429268260634755522419284910697215,183971.44
336344009530167442733355949279054127993,52335.36
79522286518792634854353998912967788405,95220.05
82689802293775881487902613650793199776,132073.83
145087209205382180995284342956932775590,84050.85
148379644220249469735831915363404593938,92575.99
81783415914068556337040372580510327746,112740.55
17392005129747944984443660408573750669,100522.11
221003909581330971303914733428302885356,130044.984
32270994133870633595828638411924379558,120039.125
44743423162474884539743903954385097896,190190.39
256739781367016694034266877805520625472,243058.39
102069821313289958956134954896763391138,144673.4
295239204594155572903470420706758961711,87174.516
217043924033496343963491521400562422856,86167.195
230630223901851276472648163541398202700,102995.98
228794583325189840821498523768389390979,67264.71
226883211751919793077312253417502568887,123312.53
178727794896076301413017290746899811351,67242.9
233324434070255280697734700180958891999,76675.1
120196782885257163651164953359063822616,72400.234
307587965035124177469706843302286678852,98163.57
147918433942232310306879997092064646229,75207.87
322862357217576382174561616320866894896,225378.88
239523402888574028389406143855331971634,334577.22
113509983214540261664688743850173663995,80241.4
109891169875096641331353504149265117244,69429.766
14047284765259674200352849951505593080,190251.45
185048785858081984334746723407963750558,158106.47
233408161489868303803711823496315975517,48660.332
271868823659695867806389462405507434039,155318.31
234266752075173490649523075655294035700,107304.5
135193714861901808768224625797727405125,69886.39
65383514239248595231552479759479421653,131469.9
763500554236946546082152173974002095,61104.645
263071556455718053803505933844459615897,95320.68
251187863725990533753089128740859478739,65555.13
254288424794027625207128200628830798586,250288.98
286319605986498380547161295324785273852,139907.72
18156444762146185587945140921021289232,140017.81
132399590521100913284690334248594447552,63026.965
103484450878268999171337512911053865440,328615.16
3912270241651523146374566983699340012,241000.61
289442719100949424990356122406061188257,83796.84
78107569099680024366542029001316825040,86761.19
35630579392702895703343792092821020757,112295.55
180495442974534219664033650975071179678,87401.59
310808003231123687601982759789167595573,75634.164
281412885789869246852489114984059535931,80489.83
115834922999693545296191213987693964898,78943.56
5731801982113473737231393645963779999,141461.48
256716164818036322373140286568690396129,146982.4
287091925155434474451326927701130603179,150992.73
34260218896401614964439670738816901101,82123.03
129711525134942617432200032446355408594,103874.52
63813447393601008165654825811986411111,65710.25
233957718806307342910872106898233148735,94669.79
138508589382193076883186189654019084427,117737.64
171762617476835661595108367117122969376,61227.473
7122736344425113322294078330615663312,44102.438
32931879047335602142815671990698948947,91224.88
230483121396274655509988841957998046697,110516.62
315766672381283490639653109260892751611,271604.84
301104161774368724925476221283740970391,65953.62
227510606246395701960366267332503216714,123832.72
228659121972304442863099815886729581779,116186.25
68086809059173658965599732460689150208,258491.64
169041392389609942283143480484429958744,92094.445
149581053128777628511664656027161538796,105552.83
66252420228989686258481184814476626799,212331.77
262859967351480229982146627310415934358,115314.7
317829998963593347122303395131613360494,93739.02
24887841704125448157191892411715521315,171539.22
230199425899098091542244974035896211783,83061.086
74011957647759301081569160773746930781,270584.44
144733803448319336946178686862337261379,73272.016
142405383752199423425786993458884627343,106950.54
173324636074769296529189625730653285809,76738.95
155561347177954121142041908188975524664,110590.26
86026435063413102427450773798842306387,99386.836
229257356284378921190587377871031567334,67878.18
249214025842220849314985638373204146912,102562.96
83473208885390680674963932777363338591,125332.55
180580369832354477560560602690825188300,122448.72
259490022068441742630539072459542535148,138146.2
120796267956232721185119513957760631683,96607.836
241430542672617103205615601633306372934,320769.4
53091847780640456849632756954612576434,100152.79
171977066567630375608946040261692762526,194075.45
201914625874463660453645362442088079106,128692.336
84059384063449374632880341259583908854,141253.6
328387208591072585760315241990965355447,182520.27
17154426494022331794126934878064958948,237694.92
192000139416378047888346422176422040661,149722.47
180081646479210699334128198669796160399,138757.4
253986101323166575416961447245174692901,53523.04
82036269311688064017582673374303244526,106458.96
333919908274208141229966147873771212013,132837.9
313704772228414954684896419439906454998,102170.42
215781134391040786413193932814799270790,81108.99
323576127340260635108064420738794619615,208073.77
21266736316299428255003871822385501006,84534.13
186277892327196401769009247007141845185,249813.36
118653739393882803347822121960128540090,81783.9
178402222675267324741137977644713188119,104102.49
14111625130403982018582213981963028060,270217.56
325687469192316037825715120219693138391,154369.83
338873463459304189674358773507615464140,81451.266
245440709240117885881946071499467553000,142858.61
3992284778362807624983933766586748960,123174.42
177917688273646190120585781998870609412,129850.45
307183333739200840624177841605072041043,110753.195
335470794133402209198153397416379022899,130086.45
203204241445015520264242319199812317633,99833.586
134385257647410245621873088337082618012,207100.31
6540687257921476537365937337199234069,224938.19
203239807831030319375520809440266391745,101269.27
39376528018535015868934510381824165952,258325.75
333342898325227485720191018314201595565,139053.83
216088076765437530118227326459456970218,70664.29
294256168413360318515649740566516009388,107805.93
249324748703273289890304775287749567094,106761.93
227934818343215729770705513085856574374,80110.48
157501721120159053919391416852016284295,115793.32
297125857657343693187052534926914461136,71552.695
87136029063634093621956857943240285302,114621.664
199891203388386369979675076525848750178,50748.785
102123055616796056444516517520597098387,75998.79
237512146312820589708317540195709404676,98068.36
30984280450885534059052913279584065254,114037.305
126374200467604593804720277004278327103,102105.125
317466905352534178610659571519473694514,197392.55
52865229602472061804485324233666817912,146982.4
86984224502002234419916772572194051581,129477.055
114416682475133609697441993429731470073,50748.33
49500288896238366923661810598993127844,216890.89
15465172849640768327142827133509494439,194322.78
307334256328869249308029400432335737804,126545.01
228144239113577275448986710580982616029,147997.64
287139027642678210570007827534054265052,159810.78
89914442558408418710315807541943703503,200419.27
157724668439282941424079171387574257679,116245.22
210560980823314089239746782467786021918,106761.93
9533463295747584642161614887871041149,117640.4
36155487406786930325759004510880817087,132684.67
234127326236134497876685668798607764717,95386.47
280305492068078804619353598740914253066,87976.65
206680675239217462017215069720218496509,40350.38
338819821210509135508780606674721178321,82217.6
204709679839831821149432932813402540678,237866.42
90875432458421346470025553495778630510,241185.28
275475573967873268188137718480930488822,221259.38
135798733167447402777119122060701579452,30920.379
16467710364998450246536251528420949308,104556.16
154737869680607241704521619955620605087,289286.2
275775611271881132098534927222118097805,68286.914
60452051161648408770616607730997043495,72508.72
55573982790391311975887758207573440948,114564.46
253718454255114896228371873750181818324,85251.05
314064790115053828119555179443554195527,156118.73
